battery_id,policy,C1,Q1,C2,initial_capacity,mean_chargetime,mean_IR,mean_Tavg,is_test,n_cycles,last_SOH,slope_SOH,life_linear,life_exp,life_power,life,IR_first,IR_last,IR_growth_pct,E_low,E_high
14,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19.0,4.6,1.075265,10.2384849761222,0.0152648863094556,32.9485474141625,1,150,0.997543986831153,-1.2874625437234262e-05,15525.073376144985,17309.98497418715,495064934.9388037,16417.529175166066,0.015297506,0.015111417,-1.2164662658082983,106.39999999999999,280.59999999999997
15,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36.0,4.3,1.0540558,10.1995672108021,0.0152410719250302,35.8915947953535,0,200,0.993561365536815,-3.0152613600440523e-05,6654.14714132661,7379.859657945804,35169.774705734984,7017.003399636207,0.01536885,0.015181509,-1.2189656350345055,201.6,189.2
16,3_7C_31PER_5_9C_NEWSTRUCTURE,3.7,31.0,5.9,1.0630716,10.8382723823823,0.0143967801201201,35.1956998849954,1,150,0.972184136045023,-0.0001903338755931,1055.8001826590155,1156.481762051196,864.3144911172069,1106.1409723551058,0.013516996,0.013913851,2.935970388686952,114.7,289.1
17,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80.0,4.8,1.070919,11.1726831852861,0.0156475541106267,33.488542659486,0,200,0.997381893495213,-1.0158551307112289e-05,19665.61692290591,21936.398746780476,150634656.6022966,20801.007834843196,0.015565177,0.015429448,-0.872004218133847,384.0,0.0
18,5C_67PER_4C_NEWSTRUCTURE,5.0,67.0,4.0,1.0687144,10.182849490125,0.0152228917122128,34.2778011753314,0,200,0.995022140620544,-2.3248104406657136e-05,8620.6693952024,9576.591107961318,205519.00517907197,9098.63025158186,0.015485343,0.015185872,-1.9338996882406851,335.0,52.0
19,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54.0,4.0,1.0733707,10.2038060613359,0.0160801557148362,33.8440951926936,0,200,0.997276849461235,-1.1160774551800974e-05,17922.055657806064,19968.68166984756,4073671.6799220103,18945.36866382681,0.015937412,0.015858877,-0.4927713483218046,286.2,104.0
20,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80.0,4.8,1.0650008,11.2108420194987,0.0154884690352832,33.4928467555288,0,200,0.995832331769141,-1.924640418478084e-05,10407.753109402656,11571.734331956392,398315.5653037734,10989.743720679524,0.015538276,0.015351279,-1.2034604096361752,384.0,0.0
21,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19.0,4.6,1.0707607,10.2959345772059,0.0156314659215686,35.5207162074213,0,200,0.993268710739944,-3.401913302402675e-05,5901.972774755888,6539.650441272161,18571.64913484825,6220.811608014024,0.015625391,0.015460338,-1.0563127668293122,106.39999999999999,280.59999999999997
22,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36.0,4.3,1.076943,10.2544309470103,0.0161958683576799,34.2100576161686,0,200,0.996730026565937,-1.5070366946272082e-05,13281.176285602409,14784.120085544617,278223.7861205745,14032.648185573513,0.016181953,0.016061304,-0.745577496115583,201.6,189.2
23,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19.0,4.6,1.0696447,10.2880135787321,0.0151389205361963,35.4451970897155,0,200,0.993248052367296,-3.300302148827504e-05,6081.235499829514,6740.787509391154,33727.60388538181,6411.011504610335,0.015258422,0.014973394,-1.8680044371560924,106.39999999999999,280.59999999999997
24,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36.0,4.3,1.0777442,10.2485632672112,0.0155812685682614,34.2253189468104,1,150,0.997516660261313,-8.930677331189762e-06,22350.878183821234,24958.954870798152,2.6178895524584786e+18,23654.91652730969,0.015709816,0.015541499,-1.0714129306161266,201.6,189.2
25,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80.0,4.8,1.0643399,11.1423314253717,0.0153314431325596,36.2924566578661,1,150,0.997304094302957,-1.522835446077439e-05,13127.22512629088,14633.295297769411,14415031.300634848,13880.260212030144,0.015467586,0.015279473,-1.2161755557719232,384.0,0.0
26,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54.0,4.0,1.069051,10.156982147387,0.0157023014520548,36.3732818978054,0,200,0.994394257149565,-2.106598843373719e-05,9453.98492232958,10558.135391570722,6851839.059589288,10006.06015695015,0.015568673,0.01538912,-1.1532967517527069,286.2,104.0
27,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19.0,4.6,1.0701538,10.2198757714701,0.0151870220279476,36.8258501633071,0,200,0.99349054780724,-3.264834429472638e-05,6139.144894909498,6814.274267257162,13485.993500866904,6476.709581083331,0.015133779,0.015047126,-0.5725800541953253,106.39999999999999,280.59999999999997
28,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36.0,4.3,1.0738997,10.2056660384171,0.0157107922400347,36.4354554222638,0,200,0.993623156799467,-3.288914145771325e-05,6097.24614951426,6764.993150776854,7949.483627119713,6431.119650145557,0.015604726,0.015529829,-0.4799635700107718,201.6,189.2
29,5C_67PER_4C_NEWSTRUCTURE,5.0,67.0,4.0,1.0681109,10.1844151334154,0.0153900020837438,34.2488122883073,0,200,0.995191763327198,-2.285145384727927e-05,8772.53896616325,9743.935869266552,85743.58619469394,9258.2374177149,0.015441469,0.015317436,-0.8032461160269084,335.0,52.0
30,3_7C_31PER_5_9C_NEWSTRUCTURE,3.7,31.0,5.9,1.0686967,10.8033723951577,0.0147235309442283,36.6638177137284,0,200,0.97151753626637,-0.0001494641045264,1346.9029641574182,1472.3886041180365,1004.852940868779,1409.645784137727,0.013937969,0.014239402,2.162675207557143,114.7,289.1
31,5C_67PER_4C_NEWSTRUCTURE,5.0,67.0,4.0,1.0511289,10.1645542677994,0.0156254359247573,36.0629472851473,0,200,0.995305927750631,-1.745181655001052e-05,11466.834798279788,12759.664428463995,60717544.11949626,12113.249613371892,0.015771486,0.015583618,-1.191187691508592,335.0,52.0
32,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54.0,4.0,1.0654705,10.1516542560729,0.0158067213299595,37.0596551133752,0,200,0.995780906181823,-1.64737208462904e-05,12147.518736874255,13519.967512735284,14469143.004649742,12833.743124804769,0.0157979,0.015725527,-0.4581178511067963,286.2,104.0
33,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19.0,4.6,1.0758095,10.2456923677378,0.0158283227020448,37.351300097473,0,200,0.995231116661454,-2.026242265850209e-05,9884.921196465288,10989.46364655173,827930.4503350679,10437.19242150851,0.015716448,0.015623392,-0.592093073447646,106.39999999999999,280.59999999999997
34,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36.0,4.3,1.0644526,10.2173661484099,0.0150317367102474,36.7827816190045,0,200,0.994186049242587,-2.630725829187443e-05,7622.822531322857,8460.702893355116,158718.98881331316,8041.762712338987,0.015114453,0.014984213,-0.8616917860011224,201.6,189.2
35,3_7C_31PER_5_9C_NEWSTRUCTURE,3.7,31.0,5.9,1.0526985,10.9003622808642,0.0142349387518519,37.5017204295249,0,200,0.960298209791312,-0.0002101012418216,965.4205251417762,1042.0566424835995,719.9240619647558,1003.738583812688,0.013172634,0.01385974,5.216162538183326,114.7,289.1
36,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54.0,4.0,1.0723398,10.1718277480371,0.0156827995835118,33.1446326677589,0,200,0.995450933556695,-2.0459696837883866e-05,9793.914977423085,10884.357317804186,248711.3234261179,10339.136147613635,0.015760992,0.015630865,-0.8256269656123213,286.2,104.0
37,5C_67PER_4C_NEWSTRUCTURE,5.0,67.0,4.0,1.0629164,10.1144099012732,0.0154549562766952,34.074108795871,0,200,0.994839326027898,-2.624368201645825e-05,7641.31983806342,8482.631476228538,38794.19523817097,8061.975657145979,0.015608473,0.015322426,-1.8326392338315185,335.0,52.0
38,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54.0,4.0,1.0642781,10.1409416436186,0.0155329390216076,37.3183949827542,0,200,0.993737308885713,-3.223985455110256e-05,6221.775439151822,6901.333031623722,17968.68639654869,6561.554235387772,0.01546871,0.015377969,-0.586610001738995,286.2,104.0
39,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19.0,4.6,1.0654298,10.2255189026251,0.0155038318296703,37.1445099087198,0,200,0.994542376231639,-2.740103412885385e-05,7316.597525352284,8123.365312009479,20214.55241414869,7719.981418680882,0.015503207,0.015383503,-0.772124115997419,106.39999999999999,280.59999999999997
40,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36.0,4.3,1.0606048,10.1933407266812,0.0153117584880694,37.4656845936636,0,200,0.99304068772836,-3.459640182712576e-05,5796.033997979081,6429.006706719824,26117.96831670537,6112.520352349453,0.015283138,0.015124986,-1.034813661958689,201.6,189.2
41,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80.0,4.8,1.099805,11.1030957823375,0.0147891851738661,36.540912550649,0,200,0.949706538886439,-2.470219982585237e-05,6289.056333708941,8604.70013423349,7.209084731275093e+30,7446.878233971215,0.014971708,0.014729739,-1.61617498818438,384.0,0.0
42,5C_67PER_4C_NEWSTRUCTURE,5.0,67.0,4.0,1.0726566,10.1268713745261,0.016020166975181,36.2175029820195,0,200,0.996213508591659,-1.7951603746619134e-05,11153.596720361831,12408.314843629856,170940.07755589916,11780.955781995845,0.016009804,0.015802044,-1.2977048313645676,335.0,52.0
43,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54.0,4.0,1.0515106,10.1135283477634,0.0156783308831169,35.02828334614,0,200,0.994707770896461,-2.550951379973016e-05,7851.451734321814,8725.14375481501,159837.51625813433,8288.297744568412,0.015740374,0.015567992,-1.0951582217805127,286.2,104.0
44,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19.0,4.6,1.0638335,10.275761475891,0.0154024676779874,35.6420392179827,0,200,0.993929397786401,-2.8716598957901e-05,6984.465193813763,7749.49502605792,50283.36135996103,7366.980109935841,0.015553804,0.015251351,-1.9445596717047444,106.39999999999999,280.59999999999997
45,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36.0,4.3,1.0548838,10.2448038980892,0.0184627738942675,34.7929750807789,0,200,0.996571717188187,-1.239346105974901e-05,16141.09995516331,17977.97295219151,146202047.48190698,17059.53645367741,0.018552294,0.018359803,-1.0375590210030063,201.6,189.2
46,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80.0,4.8,1.0699885,11.1688661019703,0.0160106622023157,34.7899428590273,0,200,0.996961715009087,-1.29470199369868e-05,15459.663157497418,17210.96616588739,3767025.2503017215,16335.314661692402,0.016429476,0.015914574,-3.1340135254465675,384.0,0.0
47,5C_67PER_4C_NEWSTRUCTURE,5.0,67.0,4.0,1.073334,10.1793261977671,0.0159244541636364,35.4303828599364,0,200,0.996565081326037,-1.3910333327280747e-05,14393.383699027212,16017.54091330882,4899587.415173762,15205.462306168016,0.016045744,0.015869133,-1.100671928955118,335.0,52.0
48,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54.0,4.0,1.0739049,10.1638524955626,0.0156670028477103,34.4465209353796,0,200,0.996938113421402,-1.1952002875561424e-05,16730.381316434512,18643.901086730715,17623742.121117637,17687.141201582614,0.015744392,0.015593031,-0.9613645290335706,286.2,104.0
49,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80.0,4.8,1.0721447,11.1468243490742,0.0156723353866667,33.7223749238768,0,200,0.996960974577406,-1.1902421606277378e-05,16796.768541973935,18719.51850634076,85507616.33765991,17758.14352415735,0.015778109,0.015612568,-1.0491814957039416,384.0,0.0
